,Unnamed: 0,well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,well_depth_ft,top_of_screen_ft,screen_length_ft,source,source_name,other_names,year,month
144,103773,NOCO-IN25,0.12,AZIPM,2019-06-27,UG/L,<,0.12,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
145,103774,NOCO-IN25,0.179,BA,2019-06-27,MG/L,,0.1,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
146,103775,NOCO-IN25,0.03,CD,2019-06-27,UG/L,<,0.03,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
147,103776,NOCO-IN25,5.53,CL,2019-06-27,MG/L,,0.02,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
148,103777,NOCO-IN25,0.12,DBCME,2019-06-27,UG/L,<,0.12,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
149,103778,NOCO-IN25,0.1,DCP13,2019-06-27,UG/L,<,0.1,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
150,103779,NOCO-IN25,0.1,F,2019-06-27,MG/L,,0.01,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
151,103780,NOCO-IN25,70.5,FE,2019-06-27,UG/L,,10.0,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
152,103781,NOCO-IN25,0.03,FENPHOS,2019-06-27,UG/L,<,0.03,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
153,103782,NOCO-IN25,0.008,FONOFOS,2019-06-27,UG/L,<,0.008,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
154,103783,NOCO-IN25,0.012,HEXAZINONE,2019-06-27,UG/L,<,0.012,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
155,103784,NOCO-IN25,1.15,K,2019-06-27,MG/L,,0.3,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
156,103785,NOCO-IN25,20.2,MN,2019-06-27,UG/L,,0.4,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
157,103786,NOCO-IN25,0.016,MOLINATE,2019-06-27,UG/L,<,0.016,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
158,103787,NOCO-IN25,0.036000000000000004,PBZN,2019-06-27,UG/L,<,0.036000000000000004,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
159,103788,NOCO-IN25,361.0,SC,2019-06-27,UMHOS/CM,,,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
160,103789,NOCO-IN25,0.03,TCA111,2019-06-27,UG/L,<,0.03,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
161,103790,NOCO-IN25,257.0,TDS,2019-06-27,MG/L,,20.0,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
162,103791,NOCO-IN25,0.07200000000000001,TEBUTHIURON,2019-06-27,UG/L,<,0.07200000000000001,38.76258333,-122.60747222,MUNICIPAL,,,,USGS,NOCO-IN25,NOCO-IN25,2019,6
163,103940,NOCO-CO18,1.0,AG,2019-07-16,UG/L,<,1.0,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
164,103941,NOCO-CO18,84.87,C-14,2019-07-16,PCT MODERN,,,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
165,103942,NOCO-CO18,0.1,CDS,2019-07-16,UG/L,<,0.1,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
166,103943,NOCO-CO18,0.02,DBCP,2019-07-16,UG/L,<,0.02,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
167,103944,NOCO-CO18,0.028,DCBZ12,2019-07-16,UG/L,<,0.028,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
168,103945,NOCO-CO18,0.1,DCP13,2019-07-16,UG/L,<,0.1,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
169,103946,NOCO-CO18,0.008,DIAZ,2019-07-16,UG/L,<,0.008,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
170,103947,NOCO-CO18,0.014,DIMETHAT,2019-07-16,UG/L,<,0.014,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
171,103948,NOCO-CO18,0.21,F,2019-07-16,MG/L,,0.01,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
172,103949,NOCO-CO18,0.04,MTBE,2019-07-16,UG/L,,0.012,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
173,103950,NOCO-CO18,0.016,OXYFLUOREN,2019-07-16,UG/L,<,0.016,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
174,103951,NOCO-CO18,0.14,TBME,2019-07-16,UG/L,<,0.14,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
175,103952,NOCO-CO18,0.08,TCB124,2019-07-16,UG/L,<,0.08,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
176,103953,NOCO-CO18,0.03,TCLME,2019-07-16,UG/L,<,0.03,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
177,103954,NOCO-CO18,0.006,TCPR123,2019-07-16,UG/L,<,0.006,40.60411111,-124.1785,MUNICIPAL,,,,USGS,NOCO-CO18,NOCO-CO18,2019,7
244,104333,NOCO-CO02,3.0,AL,2019-07-15,UG/L,<,3.0,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
245,104334,NOCO-CO02,20.0,ALK,2019-07-15,MG/L,,4.0,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
246,104335,NOCO-CO02,0.06,BDCME,2019-07-15,UG/L,<,0.06,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
247,104336,NOCO-CO02,0.01,BE,2019-07-15,UG/L,<,0.01,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
248,104337,NOCO-CO02,0.026,BZ,2019-07-15,UG/L,<,0.026,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
249,104338,NOCO-CO02,0.022,CYANAZ,2019-07-15,UG/L,<,0.022,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
250,104339,NOCO-CO02,0.05,F,2019-07-15,MG/L,,0.01,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
251,104340,NOCO-CO02,0.016,MALA,2019-07-15,UG/L,<,0.016,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
252,104341,NOCO-CO02,0.012,PROMETON,2019-07-15,UG/L,<,0.012,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
253,104342,NOCO-CO02,318.0,SC,2019-07-15,UMHOS/CM,,5.0,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
254,104343,NOCO-CO02,0.06,SEVIN,2019-07-15,UG/L,<,0.06,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
255,104344,NOCO-CO02,266.0,SR,2019-07-15,UG/L,,0.5,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
256,104345,NOCO-CO02,0.046,TCA112,2019-07-15,UG/L,<,0.046,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
257,104346,NOCO-CO02,0.006,TCPR123,2019-07-15,UG/L,<,0.006,38.98113889,-123.70322222,MUNICIPAL,,,,USGS,NOCO-CO02,NOCO-CO02,2019,7
268,104552,NOCO-IN27,1.0,AG,2019-06-24,UG/L,<,1.0,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
269,104553,NOCO-IN27,0.03,CD,2019-06-24,UG/L,<,0.03,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
270,104554,NOCO-IN27,0.04,DCMA,2019-06-24,UG/L,<,0.04,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
271,104555,NOCO-IN27,0.008,DIAZ,2019-06-24,UG/L,<,0.008,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
272,104556,NOCO-IN27,0.016,ENDOSULFANS,2019-06-24,UG/L,<,0.016,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
273,104557,NOCO-IN27,0.012,METOCHLOR,2019-06-24,UG/L,<,0.012,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
274,104558,NOCO-IN27,0.01,MTBE,2019-06-24,UG/L,<,0.012,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
275,104559,NOCO-IN27,1.9,NH3NH4N,2019-06-24,MG/L,,0.01,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
276,104560,NOCO-IN27,0.012,PERMETHRIN,2019-06-24,UG/L,<,0.012,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
277,104561,NOCO-IN27,0.05,SE,2019-06-24,UG/L,<,0.05,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
278,104562,NOCO-IN27,987.0,SR,2019-06-24,UG/L,,0.5,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
279,104563,NOCO-IN27,0.042,STY,2019-06-24,UG/L,<,0.042,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
280,104564,NOCO-IN27,0.03,TCA111,2019-06-24,UG/L,<,0.03,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
281,104565,NOCO-IN27,0.006,TCPR123,2019-06-24,UG/L,<,0.006,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
282,104566,NOCO-IN27,0.06,VC,2019-06-24,UG/L,<,0.06,39.0525,-122.69441667,MUNICIPAL,,,,USGS,NOCO-IN27,NOCO-IN27,2019,6
303,104704,NOCO-IN05,48.0,AL,2019-06-26,UG/L,,3.0,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
304,104705,NOCO-IN05,0.246,BA,2019-06-26,MG/L,,0.1,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
305,104706,NOCO-IN05,65.6,CA,2019-06-26,MG/L,,0.022,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
306,104707,NOCO-IN05,0.1,CDS,2019-06-26,UG/L,=,0.1,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
307,104708,NOCO-IN05,0.093,CO,2019-06-26,UG/L,,0.03,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
308,104709,NOCO-IN05,0.0004,CU,2019-06-26,MG/L,<,0.4,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
309,104710,NOCO-IN05,0.04,DCMA,2019-06-26,UG/L,<,0.04,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
310,104711,NOCO-IN05,0.004,DCPA12,2019-06-26,UG/L,<,0.004,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
311,104712,NOCO-IN05,328.0,I,2019-06-26,UG/L,,0.001,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
312,104713,NOCO-IN05,0.1,MTBE,2019-06-26,UG/L,,0.012,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
313,104714,NOCO-IN05,1580.0,SR,2019-06-26,UG/L,,0.5,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
314,104715,NOCO-IN05,0.03,TCLME,2019-06-26,UG/L,<,0.03,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
315,104716,NOCO-IN05,0.02,U,2019-06-26,pCi/L,<,0.03,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
316,104717,NOCO-IN05,0.26,V,2019-06-26,UG/L,,0.1,39.68822222,-123.48788889,MUNICIPAL,,,,USGS,NOCO-IN05,NOCO-IN05,2019,6
346,104908,NOCO-CO03,0.008,ALACL,2019-07-16,UG/L,<,0.008,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
347,104909,NOCO-CO03,5.5,AS,2019-07-16,UG/L,,0.1,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
348,104910,NOCO-CO03,0.034,BTBZS,2019-07-16,UG/L,<,0.034,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
349,104911,NOCO-CO03,75.11,C-14,2019-07-16,PCT MODERN,,,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
350,104912,NOCO-CO03,0.026,CLBZ,2019-07-16,UG/L,<,0.026,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
351,104913,NOCO-CO03,0.028,DCBZ12,2019-07-16,UG/L,<,0.028,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
352,104914,NOCO-CO03,0.04,DCMA,2019-07-16,UG/L,<,0.04,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
353,104915,NOCO-CO03,10.3,FE,2019-07-16,UG/L,,10.0,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
354,104916,NOCO-CO03,9.03,LI,2019-07-16,UG/L,,0.15,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
355,104917,NOCO-CO03,11.9,,2019-07-16,MG/L,,0.4,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
356,104918,NOCO-CO03,0.001,NO2,2019-07-16,MG/L,<,0.001,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
357,104919,NOCO-CO03,0.016,OXYFLUOREN,2019-07-16,UG/L,<,0.016,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
358,104920,NOCO-CO03,0.02,PHORATE,2019-07-16,UG/L,<,0.02,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
359,104921,NOCO-CO03,164.0,SC,2019-07-16,UMHOS/CM,,,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
360,104922,NOCO-CO03,166.0,SC,2019-07-16,UMHOS/CM,,5.0,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
361,104923,NOCO-CO03,0.03,TCLME,2019-07-16,UG/L,<,0.03,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
362,104924,NOCO-CO03,105.0,TDS,2019-07-16,MG/L,,20.0,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
363,104925,NOCO-CO03,0.06,VC,2019-07-16,UG/L,<,0.06,40.74333333,-124.19933333,MUNICIPAL,,,,USGS,NOCO-CO03,NOCO-CO03,2019,7
364,104936,NOCO-CO10,0.00321,BA,2019-07-17,MG/L,,0.1,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
365,104937,NOCO-CO10,0.01,BE,2019-07-17,UG/L,<,0.01,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
366,104938,NOCO-CO10,0.03,CO,2019-07-17,UG/L,<,0.03,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
367,104939,NOCO-CO10,0.1,DCP13,2019-07-17,UG/L,<,0.1,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
368,104940,NOCO-CO10,0.008,EPTAM,2019-07-17,UG/L,<,0.008,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
369,104941,NOCO-CO10,0.008,FONOFOS,2019-07-17,UG/L,<,0.008,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
370,104942,NOCO-CO10,0.014,IPRODIONE,2019-07-17,UG/L,<,0.014,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
371,104943,NOCO-CO10,0.26,NAPH,2019-07-17,UG/L,<,0.26,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
372,104944,NOCO-CO10,0.01,NH3NH4N,2019-07-17,MG/L,<,0.01,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
373,104945,NOCO-CO10,0.058,PCE,2019-07-17,UG/L,<,0.058,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
374,104946,NOCO-CO10,0.06,SEVIN,2019-07-17,UG/L,<,0.06,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
375,104947,NOCO-CO10,0.008,SIMAZINE,2019-07-17,UG/L,<,0.008,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
376,104948,NOCO-CO10,0.046,TCA112,2019-07-17,UG/L,<,0.046,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
377,104949,NOCO-CO10,0.032,XYLENES,2019-07-17,UG/L,<,0.032,40.86388889,-123.97425,MUNICIPAL,,,,USGS,NOCO-CO10,NOCO-CO10,2019,7
378,105068,NOCO-CO08,1.0,AG,2019-07-17,UG/L,<,1.0,40.90325,-124.09013889,MUNICIPAL,,,,USGS,NOCO-CO08,NOCO-CO08,2019,7
379,105069,NOCO-CO08,0.442,BA,2019-07-17,MG/L,,0.1,40.90325,-124.09013889,MUNICIPAL,,,,USGS,NOCO-CO08,NOCO-CO08,2019,7
380,105070,NOCO-CO08,0.2,BZME,2019-07-17,UG/L,<,0.2,40.90325,-124.09013889,MUNICIPAL,,,,USGS,NOCO-CO08,NOCO-CO08,2019,7
381,105071,NOCO-CO08,8.19,CL,2019-07-17,MG/L,,0.02,40.90325,-124.09013889,MUNICIPAL,,,,USGS,NOCO-CO08,NOCO-CO08,2019,7
382,105072,NOCO-CO08,0.08,DCA12,2019-07-17,UG/L,<,0.08,40.90325,-124.09013889,MUNICIPAL,,,,USGS,NOCO-CO08,NOCO-CO08,2019,7
383,105073,NOCO-CO08,0.025,DCE12T,2019-07-17,UG/L,<,0.025,40.90325,-124.09013889,MUNICIPAL,,,,USGS,NOCO-CO08,NOCO-CO08,2019,7
384,105074,NOCO-CO08,0.1,DCP13,2019-07-17,UG/L,<,0.1,40.90325,-124.09013889,MUNICIPAL,,,,USGS,NOCO-CO08,NOCO-CO08,2019,7
385,105075,NOCO-CO08,0.008,DIAZ,2019-07-17,UG/L,<,0.008,40.90325,-124.09013889,MUNICIPAL,,,,USGS,NOCO-CO08,NOCO-CO08,2019,7
386,105076,NOCO-CO08,0.2,DO,2019-07-17,MG/L,,,40.90325,-124.09013889,MUNICIPAL,,,,USGS,NOCO-CO08,NOCO-CO08,2019,7
387,105077,NOCO-CO08,0.036000000000000004,PBZN,2019-07-17,UG/L,<,0.036000000000000004,40.90325,-124.09013889,MUNICIPAL,,,,USGS,NOCO-CO08,NOCO-CO08,2019,7
388,105078,NOCO-CO08,7.4,PH,2019-07-17,PH UNITS,,,40.90325,-124.09013889,MUNICIPAL,,,,USGS,NOCO-CO08,NOCO-CO08,2019,7
701,108871,S9_REDBLS_RED18,0.018000000000000002,BR,2019-03-26,MG/L,,0.01,40.485,-122.23227778,MUNICIPAL,,,,USGS,S9_REDBLS_RED18,S9_REDBLS_RED18,2019,3
702,108872,S9_REDBLS_RED18,0.2,BZME,2019-03-26,UG/L,<,0.2,40.485,-122.23227778,MUNICIPAL,,,,USGS,S9_REDBLS_RED18,S9_REDBLS_RED18,2019,3
703,108873,S9_REDBLS_RED18,1.9,CR,2019-03-26,UG/L,,0.2,40.485,-122.23227778,MUNICIPAL,,,,USGS,S9_REDBLS_RED18,S9_REDBLS_RED18,2019,3
704,108874,S9_REDBLS_RED18,0.004,DCPA12,2019-03-26,UG/L,<,0.004,40.485,-122.23227778,MUNICIPAL,,,,USGS,S9_REDBLS_RED18,S9_REDBLS_RED18,2019,3
705,108875,S9_REDBLS_RED18,0.14,F,2019-03-26,MG/L,,0.01,40.485,-122.23227778,MUNICIPAL,,,,USGS,S9_REDBLS_RED18,S9_REDBLS_RED18,2019,3
706,108876,S9_REDBLS_RED18,14.2,,2019-03-26,MG/L,,0.4,40.485,-122.23227778,MUNICIPAL,,,,USGS,S9_REDBLS_RED18,S9_REDBLS_RED18,2019,3
707,108877,S9_REDBLS_RED18,0.2,NI,2019-03-26,UG/L,<,0.2,40.485,-122.23227778,MUNICIPAL,,,,USGS,S9_REDBLS_RED18,S9_REDBLS_RED18,2019,3
708,108878,S9_REDBLS_RED18,-9.49,O18O16RAT,2019-03-26,per mil,,,40.485,-122.23227778,MUNICIPAL,,,,USGS,S9_REDBLS_RED18,S9_REDBLS_RED18,2019,3
709,108879,S9_REDBLS_RED18,0.046,TCA112,2019-03-26,UG/L,<,0.046,40.485,-122.23227778,MUNICIPAL,,,,USGS,S9_REDBLS_RED18,S9_REDBLS_RED18,2019,3
710,108880,S9_REDBLS_RED18,167.0,TDS,2019-03-26,MG/L,,20.0,40.485,-122.23227778,MUNICIPAL,,,,USGS,S9_REDBLS_RED18,S9_REDBLS_RED18,2019,3
711,108881,S9_REDBLS_RED18,0.028,TEBUTHIURON,2019-03-26,UG/L,<,0.028,40.485,-122.23227778,MUNICIPAL,,,,USGS,S9_REDBLS_RED18,S9_REDBLS_RED18,2019,3
712,108882,S9_REDBLS_RED18,18.4,V,2019-03-26,UG/L,,0.1,40.485,-122.23227778,MUNICIPAL,,,,USGS,S9_REDBLS_RED18,S9_REDBLS_RED18,2019,3
713,108883,S9_REDBLS_RED23,1.0,AG,2019-03-12,UG/L,<,1.0,40.50986111,-122.20513889,MUNICIPAL,,,,USGS,S9_REDBLS_RED23,S9_REDBLS_RED23,2019,3
714,108884,S9_REDBLS_RED23,99.5,ALK,2019-03-12,MG/L,,4.0,40.50986111,-122.20513889,MUNICIPAL,,,,USGS,S9_REDBLS_RED23,S9_REDBLS_RED23,2019,3
715,108885,S9_REDBLS_RED23,0.06,CTCL,2019-03-12,UG/L,<,0.06,40.50986111,-122.20513889,MUNICIPAL,,,,USGS,S9_REDBLS_RED23,S9_REDBLS_RED23,2019,3
716,108886,S9_REDBLS_RED23,0.004,EDB,2019-03-12,UG/L,<,0.004,40.50986111,-122.20513889,MUNICIPAL,,,,USGS,S9_REDBLS_RED23,S9_REDBLS_RED23,2019,3
717,108887,S9_REDBLS_RED23,10.0,FE,2019-03-12,UG/L,<,10.0,40.50986111,-122.20513889,MUNICIPAL,,,,USGS,S9_REDBLS_RED23,S9_REDBLS_RED23,2019,3
718,108888,S9_REDBLS_RED23,0.01,PROPANIL,2019-03-12,UG/L,<,0.01,40.50986111,-122.20513889,MUNICIPAL,,,,USGS,S9_REDBLS_RED23,S9_REDBLS_RED23,2019,3
719,108889,S9_REDBLS_RED23,0.03,TCLME,2019-03-12,UG/L,<,0.03,40.50986111,-122.20513889,MUNICIPAL,,,,USGS,S9_REDBLS_RED23,S9_REDBLS_RED23,2019,3
720,108890,S9_REDBLS_RED22,150.0,ALKCACO3,2019-02-27,MG/L,,4.0,40.45213889,-122.19502778,MUNICIPAL,,,,USGS,S9_REDBLS_RED22,S9_REDBLS_RED22,2019,2
721,108891,S9_REDBLS_RED22,5.6,CR,2019-02-27,UG/L,,0.5,40.45213889,-122.19502778,MUNICIPAL,,,,USGS,S9_REDBLS_RED22,S9_REDBLS_RED22,2019,2
722,108892,S9_REDBLS_RED22,0.028,DCBZ12,2019-02-27,UG/L,<,0.028,40.45213889,-122.19502778,MUNICIPAL,,,,USGS,S9_REDBLS_RED22,S9_REDBLS_RED22,2019,2
723,108893,S9_REDBLS_RED22,0.004,DCPA12,2019-02-27,UG/L,<,0.004,40.45213889,-122.19502778,MUNICIPAL,,,,USGS,S9_REDBLS_RED22,S9_REDBLS_RED22,2019,2
724,108894,S9_REDBLS_RED22,0.036000000000000004,EBZ,2019-02-27,UG/L,<,0.036000000000000004,40.45213889,-122.19502778,MUNICIPAL,,,,USGS,S9_REDBLS_RED22,S9_REDBLS_RED22,2019,2
725,108895,S9_REDBLS_RED22,0.016,ENDOSULFANS,2019-02-27,UG/L,<,0.016,40.45213889,-122.19502778,MUNICIPAL,,,,USGS,S9_REDBLS_RED22,S9_REDBLS_RED22,2019,2
726,108896,S9_REDBLS_RED22,0.008,FONOFOS,2019-02-27,UG/L,<,0.008,40.45213889,-122.19502778,MUNICIPAL,,,,USGS,S9_REDBLS_RED22,S9_REDBLS_RED22,2019,2
727,108897,S9_REDBLS_RED22,0.16,MO,2019-02-27,UG/L,,0.05,40.45213889,-122.19502778,MUNICIPAL,,,,USGS,S9_REDBLS_RED22,S9_REDBLS_RED22,2019,2
