,well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,well_depth_ft,top_of_screen_ft,screen_length_ft,source,source_name,other_names
23462,TEH 655,0.0,AL,2005-04-06,UG/L,ND,,40.349202756,-122.353376434,DOMESTIC,,,,GAMA,TEH 655,Bowman Road
23497,TEH 808,0.0,ACE,2005-05-11,UG/L,ND,,40.240431285,-122.27305894700001,DOMESTIC,,,,GAMA,TEH 808,Willowlane Court
23547,TEH 820,0.0,AL,2005-05-11,UG/L,ND,,40.266031235,-122.262072503,DOMESTIC,,,,GAMA,TEH 820,Enz Court
23561,TEH 719,0.0,ACE,2005-04-12,UG/L,ND,,40.286607273,-122.38388539700001,DOMESTIC,,,,GAMA,TEH 719,Quail Ridge Road
23562,TEH 719,0.0,AG,2005-04-12,UG/L,ND,,40.286607273,-122.38388539700001,DOMESTIC,,,,GAMA,TEH 719,Quail Ridge Road
23615,TEH 809,0.0,AG,2005-05-12,UG/L,ND,,40.229238478,-122.286432335,DOMESTIC,,,,GAMA,TEH 809,McCoy Road
23625,TEH 821,0.0,ACE,2005-05-11,UG/L,ND,,40.1493836,-122.3457629,DOMESTIC,,,,GAMA,TEH 821,Live Oak Road
23626,TEH 821,0.0,AL,2005-05-11,UG/L,ND,,40.1493836,-122.3457629,DOMESTIC,,,,GAMA,TEH 821,Live Oak Road
23645,TEH 740,0.0,AG,2005-04-19,UG/L,ND,,40.292731097,-122.29096674799999,DOMESTIC,,,,GAMA,TEH 740,Clay Court
23666,TEH 738,0.0,ACE,2005-04-20,UG/L,ND,,40.244765529,-122.20832789100001,DOMESTIC,,,,GAMA,TEH 738,East Wallen Road
23692,TEH 778,0.0,AG,2005-05-03,UG/L,ND,,40.250257473000005,-122.222855107,DOMESTIC,,,,GAMA,TEH 778,Parkway Drive
23740,TEH 681,0.0,AL,2005-04-06,UG/L,ND,,40.298181531,-122.271416414,DOMESTIC,,,,GAMA,TEH 681,Scenic Drive
23802,TEH 662,0.0,AL,2005-04-21,UG/L,ND,,40.276353959,-122.318315831,DOMESTIC,,,,GAMA,TEH 662,Robin Hood Lane
23815,TEH 748,0.0,ACE,2005-05-04,UG/L,ND,,40.252172493,-122.220200042,DOMESTIC,,,,GAMA,TEH 748,Parkway Drive
23829,TEH 777,0.0,AL,2005-05-05,UG/L,ND,,40.235250387,-122.268084359,DOMESTIC,,,,GAMA,TEH 777,Vintage Drive
23861,TEH 721,0.0,AG,2005-04-07,UG/L,ND,,40.30681081,-122.356160468,DOMESTIC,,,,GAMA,TEH 721,Dolores Drive
23897,TEH 663,0.0,AG,2005-04-07,UG/L,ND,,40.301539899999995,-122.36616210000001,DOMESTIC,,,,GAMA,TEH 663,Big Bear Lane
23906,TEH 794,0.0,ACE,2005-05-11,UG/L,ND,,40.248051154,-122.204865149,DOMESTIC,,,,GAMA,TEH 794,Oly Way
23957,TEH 829,0.0,ACE,2005-06-01,UG/L,ND,,40.175174,-122.3432655,DOMESTIC,,,,GAMA,TEH 829,Roadrunner Loop
23958,TEH 829,0.0,AG,2005-06-01,UG/L,ND,,40.175174,-122.3432655,DOMESTIC,,,,GAMA,TEH 829,Roadrunner Loop
23975,TEH 699,0.0,AL,2005-04-14,UG/L,ND,,40.292100554,-122.36602525100001,DOMESTIC,,,,GAMA,TEH 699,Pack Saddle Road
23986,TEH 756,0.0,AG,2005-05-04,UG/L,ND,,40.243263299999995,-122.2412062,DOMESTIC,,,,GAMA,TEH 756,Penneleme Road
23987,TEH 756,0.0,AL,2005-05-04,UG/L,ND,,40.243263299999995,-122.2412062,DOMESTIC,,,,GAMA,TEH 756,Penneleme Road
24012,TEH 737,0.0,ACE,2005-04-20,UG/L,ND,,40.274691708,-122.382512325,DOMESTIC,,,,GAMA,TEH 737,Basler
24023,TEH 793,0.0,AL,2005-05-10,UG/L,ND,,40.330972043,-122.19768766,DOMESTIC,,,,GAMA,TEH 793,Saron Fruit Colony Road
24135,TEH 654,0.0,AL,2005-04-06,UG/L,ND,,40.308209679,-122.46042419,DOMESTIC,,,,GAMA,TEH 654,Bowman Road
24152,TEH 680,0.0,ACE,2005-04-06,UG/L,ND,,40.298236653000004,-122.264384264,DOMESTIC,,,,GAMA,TEH 680,Scenic Drive
24210,TEH 806,0.0,AL,2005-05-20,UG/L,ND,,40.333492131999996,-122.199986854,DOMESTIC,,,,GAMA,TEH 806,Emerson Road
24238,TEH 762,0.0,AG,2005-05-05,UG/L,ND,,40.312275349000004,-122.06723931399999,DOMESTIC,,,,GAMA,TEH 762,Hwy 36 East
24283,TEH 652,0.0,ACE,2005-04-05,UG/L,ND,,40.286953639000004,-122.33532322200001,DOMESTIC,,,,GAMA,TEH 652,'C' Road
24305,TEH 781,0.0,ACE,2005-06-01,UG/L,ND,,40.2621409,-122.22705090000001,DOMESTIC,,,,GAMA,TEH 781,Orca Lane
24306,TEH 781,0.0,AL,2005-06-01,UG/L,ND,,40.2621409,-122.22705090000001,DOMESTIC,,,,GAMA,TEH 781,Orca Lane
24322,YUB 235,10.0,AG,2002-05-20,UG/L,<,,39.040507022,-121.575981311,DOMESTIC,,,,GAMA,YUB 235,Anderson Avenue
24389,YUB 227,10.0,AG,2002-05-14,UG/L,<,,39.124835483000005,-121.452513501,DOMESTIC,,,,GAMA,YUB 227,N Beale Road
24417,YUB 311,113.0,AL,2002-05-13,UG/L,=,,39.04790870000001,-121.57835823200001,DOMESTIC,,,,GAMA,YUB 311,Broadway Road
24444,YUB 230,195.0,AL,2002-05-20,UG/L,=,,39.190592001999995,-121.51994354,DOMESTIC,,,,GAMA,YUB 230,Walnut Avenue
24458,YUB 208,147.0,AL,2002-05-13,UG/L,=,,39.186667104,-121.589587653,DOMESTIC,,,,GAMA,YUB 208,Saddleback Drive
24484,YUB 203,10.0,AG,2002-05-09,UG/L,<,,39.049471667,-121.62066882100001,DOMESTIC,,,,GAMA,YUB 203,Holmes Avenue
24574,YUB 314,217.0,AL,2002-05-23,UG/L,=,,39.050337932,-121.568124009,DOMESTIC,,,,GAMA,YUB 314,David Lane
24592,YUB 228,93.0,AL,2002-05-13,UG/L,=,,39.045139260999996,-121.56525310100001,DOMESTIC,,,,GAMA,YUB 228,Dye Road
24619,YUB 226,10.0,AG,2002-05-13,UG/L,<,,39.048581719,-121.56313704200001,DOMESTIC,,,,GAMA,YUB 226,Simeroth Lane
24620,YUB 226,87.0,AL,2002-05-13,UG/L,=,,39.048581719,-121.56313704200001,DOMESTIC,,,,GAMA,YUB 226,Simeroth Lane
24634,YUB 288,10.0,AG,2002-05-14,UG/L,<,,39.123443627,-121.45213133799999,DOMESTIC,,,,GAMA,YUB 288,N Beale Road
24687,YUB 258,35.0,AL,2002-05-07,UG/L,=,,39.04948964,-121.33233246399999,DOMESTIC,,,,GAMA,YUB 258,Camp Far West Road
24708,YUB 210,10.0,AG,2002-05-03,UG/L,<,,39.269229485,-121.35805779799999,DOMESTIC,,,,GAMA,YUB 210,Township Road
24720,YUB 216,66.0,AL,2002-05-09,UG/L,=,,39.332165925,-121.27150588100001,DOMESTIC,,,,GAMA,YUB 216,Josselyn Hill
24743,YUB 245,590.0,AL,2002-06-03,UG/L,=,,38.896218876999995,-121.448837315,DOMESTIC,,,,GAMA,YUB 245,Nicolaus Road
24782,YUB 270,10.0,AG,2002-05-08,UG/L,<,,39.059104639,-121.331117692,DOMESTIC,,,,GAMA,YUB 270,Hokan Lane
24820,YUB 214,10.0,AG,2002-04-29,UG/L,<,,39.318896586,-121.26211964299999,DOMESTIC,,,,GAMA,YUB 214,Emerald Way
24914,YUB 207,10.0,AG,2002-05-23,UG/L,<,,39.265963125999995,-121.53964292,DOMESTIC,,,,GAMA,YUB 207,Ramirez Road
24947,YUB 249,20.0,AL,2002-06-13,UG/L,<,,38.989258002,-120.985756867,DOMESTIC,,,,GAMA,YUB 249,Hilltop Court
25014,YUB 300,250.0,AL,2002-05-17,UG/L,=,,39.355650683,-121.27647525799999,DOMESTIC,,,,GAMA,YUB 300,Marysville Road
25024,YUB 212,255.0,AL,2002-05-17,UG/L,=,,39.356765395,-121.27583208,DOMESTIC,,,,GAMA,YUB 212,Marysville Road
25044,YUB 280,331.0,AL,2002-05-03,UG/L,=,,39.29306232,-121.34701839700001,DOMESTIC,,,,GAMA,YUB 280,McMillan Drive
25089,YUB 266,10.0,AG,2002-06-03,UG/L,<,,39.449597834,-121.26660982,DOMESTIC,,,,GAMA,YUB 266,Finch Way
25090,YUB 266,1630.0,AL,2002-06-03,UG/L,=,,39.449597834,-121.26660982,DOMESTIC,,,,GAMA,YUB 266,Finch Way
25190,YUB 255,93.0,AL,2002-05-08,UG/L,=,,39.047251855,-121.46878982700001,DOMESTIC,,,,GAMA,YUB 255,Bradshaw Road
25208,YUB 281,10.0,AG,2002-04-26,UG/L,<,,39.310388868000004,-121.343576534,DOMESTIC,,,,GAMA,YUB 281,Michelle Way
25239,YUB 297,126.0,AL,2002-06-14,UG/L,=,,39.31427925,-121.270753677,DOMESTIC,,,,GAMA,YUB 297,Regent Way
25364,YUB 290,10.0,AG,2002-05-03,UG/L,<,,39.235040415,-121.35474693100001,DOMESTIC,,,,GAMA,YUB 290,Potts Trail
25365,YUB 290,139.0,AL,2002-05-03,UG/L,=,,39.235040415,-121.35474693100001,DOMESTIC,,,,GAMA,YUB 290,Potts Trail
25451,YUB 302,10.0,AG,2002-04-26,UG/L,<,,39.266397573,-121.39857403299999,DOMESTIC,,,,GAMA,YUB 302,Shadowbrook Trail
25460,YUB 234,116.0,AL,2002-05-28,UG/L,=,,39.547227772,-121.131402844,DOMESTIC,,,,GAMA,YUB 234,Barton Hill Road
25499,YUB 293,10.0,AG,2002-04-30,UG/L,<,,39.373101922,-121.25558816799999,DOMESTIC,,,,GAMA,YUB 293,Quintera Way
25612,YUB 252,104.0,AL,2002-06-14,UG/L,=,,39.313123085,-121.27568023,DOMESTIC,,,,GAMA,YUB 252,Winding Way
25630,YUB 248,10.0,AG,2002-06-03,UG/L,<,,38.900786167,-121.104676724,DOMESTIC,,,,GAMA,YUB 248,Milertown Road
25675,ED 445,1.0,AL,2003-04-23,UG/L,<,,38.805717200000004,-120.9083781,DOMESTIC,,,,GAMA,ED 445,BEACH VIEW DRIVE
25688,ED 440,1.0,AL,2003-04-10,UG/L,<,,38.73119929,-120.858097,DOMESTIC,,,,GAMA,ED 440,RISING HILL ROAD
25730,ED 450,1.0,AG,2003-04-24,UG/L,<,,38.72948785,-120.71447409999999,DOMESTIC,,,,GAMA,ED 450,VERDE ROBLES
25739,ED 452,1.0,AG,2003-04-24,UG/L,<,,38.681206200000005,-120.76149950000001,DOMESTIC,,,,GAMA,ED 452,WESTLEY ROAD
25752,ED 438,1.0,AG,2003-04-10,UG/L,<,,38.7856581,-120.8808754,DOMESTIC,,,,GAMA,ED 438,HIGHWAY 49
25820,ED 659,1.0,AL,2004-05-24,UG/L,<,,38.690327328,-120.658373923,DOMESTIC,,,,GAMA,ED 659,ALAMEDA ROAD
25836,ED 326,1.0,AL,2003-02-14,UG/L,<,,38.69747528,-120.7752145,DOMESTIC,,,,GAMA,ED 326,WASHBOARD LANE
25882,ED 491,1.0,AG,2004-04-14,UG/L,<,,38.569490669000004,-120.845684944,DOMESTIC,,,,GAMA,ED 491,HIGHWAY 49
25894,ED 494,1.0,AL,2004-04-20,UG/L,<,,38.642558773000005,-120.875281602,DOMESTIC,,,,GAMA,ED 494,CHINA HILL ROAD
25900,ED 514,1.0,ACE,2004-04-13,UG/L,<,,38.62393732,-120.74659825100001,DOMESTIC,,,,GAMA,ED 514,ELDERBERRY
25912,ED 519,1.0,ACE,2004-04-12,UG/L,<,,38.676229038,-120.815114633,DOMESTIC,,,,GAMA,ED 519,FOWLER LANE
25940,ED 570,1.0,AG,2004-04-28,UG/L,<,,38.830461635,-121.00105790799999,DOMESTIC,,,,GAMA,ED 570,PEDRO HILL ROAD
25941,ED 570,1.0,AL,2004-04-28,UG/L,<,,38.830461635,-121.00105790799999,DOMESTIC,,,,GAMA,ED 570,PEDRO HILL ROAD
25972,ED 631,1.0,AL,2004-05-12,UG/L,<,,38.922087903000005,-120.91765868600001,DOMESTIC,,,,GAMA,ED 631,HOBOKEN CREEK ROAD
26013,ED 664,1.0,AG,2004-05-26,UG/L,<,,38.802311441,-120.91452017,DOMESTIC,,,,GAMA,ED 664,AMOLOC LANE
26023,ED 670,1.0,AL,2004-05-26,UG/L,<,,38.812680752,-120.89985689,DOMESTIC,,,,GAMA,ED 670,LITTLE ROAD
26036,ED 697,1.0,AL,2004-05-11,UG/L,<,,39.0009833,-121.26335556,DOMESTIC,,,,GAMA,ED 697,Thermalands Road
26168,ED 575,1.0,ACE,2004-04-22,UG/L,<,,38.623961743,-120.84278245,DOMESTIC,,,,GAMA,ED 575,VIA GRAVA ROAD
26169,ED 575,1.0,AG,2004-04-22,UG/L,<,,38.623961743,-120.84278245,DOMESTIC,,,,GAMA,ED 575,VIA GRAVA ROAD
26170,ED 575,1.0,AL,2004-04-22,UG/L,<,,38.623961743,-120.84278245,DOMESTIC,,,,GAMA,ED 575,VIA GRAVA ROAD
26208,ED 690,1.0,ACE,2004-06-09,UG/L,<,,38.836073221999996,-120.820724017,DOMESTIC,,,,GAMA,ED 690,AMERICAN FLAT TRAIL
26257,ED 401,1.0,AL,2003-03-28,UG/L,<,,38.63045029,-120.9593875,DOMESTIC,,,,GAMA,ED 401,BARNETT RANCH ROAD
26319,ED 495,1.0,AL,2004-04-20,UG/L,<,,38.655014235,-120.865277303,DOMESTIC,,,,GAMA,ED 495,CHINA HILL ROAD
26344,ED 523,1.0,AG,2004-04-20,UG/L,<,,38.651078645,-120.76441431299999,DOMESTIC,,,,GAMA,ED 523,NASHVILLE ROAD
26396,ED 601,1.0,ACE,2004-05-04,UG/L,<,,38.822119896,-120.832791104,DOMESTIC,,,,GAMA,ED 601,POOHS PATH
26397,ED 601,1.0,AG,2004-05-04,UG/L,<,,38.822119896,-120.832791104,DOMESTIC,,,,GAMA,ED 601,POOHS PATH
26411,ED 604,140.0,AL,2004-05-04,UG/L,=,,38.816262897,-120.793945548,DOMESTIC,,,,GAMA,ED 604,TWISTING TRAILS
26465,ED 367,1.0,AG,2003-03-12,UG/L,<,,38.6053412,-120.9667225,DOMESTIC,,,,GAMA,ED 367,BULLARD DRIVE
26545,ED 506,1.0,AG,2004-04-22,UG/L,<,,38.879721253,-121.00226188100001,DOMESTIC,,,,GAMA,ED 506,HAMBLEN WAY
26546,ED 506,1.0,AL,2004-04-22,UG/L,<,,38.879721253,-121.00226188100001,DOMESTIC,,,,GAMA,ED 506,HAMBLEN WAY
26565,ED 554,1.0,AG,2004-06-01,UG/L,<,,38.817653135,-120.997435695,DOMESTIC,,,,GAMA,ED 554,QUAIL HOLLOW ROAD
26583,ED 611,1.0,AG,2004-05-05,UG/L,<,,38.783848182,-120.96322428799999,DOMESTIC,,,,GAMA,ED 611,PAW PRINT PATH
26611,ED 637,1.0,AL,2004-05-19,UG/L,<,,38.925585386,-120.916696273,DOMESTIC,,,,GAMA,ED 637,ENGLISH LANE
26621,ED 672,1.0,AG,2004-06-01,UG/L,<,,38.819143649000004,-121.023139205,DOMESTIC,,,,GAMA,ED 672,HIGH SIERRA ROAD
26781,ED 534,64.0,AL,2004-04-13,UG/L,=,,38.584457201,-120.741208842,DOMESTIC,,,,GAMA,ED 534,MOUNT AUKUM ROAD
26809,ED 564,1.0,AL,2004-04-28,UG/L,<,,38.8295867,-121.0110251,DOMESTIC,,,,GAMA,ED 564,PEDRO HILL ROAD
26908,ED 318,1.0,AL,2003-02-13,UG/L,<,,38.72806043,-120.7325031,DOMESTIC,,,,GAMA,ED 318,MINING BROOK COURT
26918,ED 324,1.0,AG,2003-02-14,UG/L,<,,38.67736754,-120.72091599999999,DOMESTIC,,,,GAMA,ED 324,ROBLEDO DRIVE
26930,ED 344,1.0,AG,2003-02-26,UG/L,<,,38.736055900000004,-120.7243017,DOMESTIC,,,,GAMA,ED 344,STILL MEADOWS ROAD
26957,ED 413,1.0,AL,2003-03-27,UG/L,<,,38.77198464,-120.86305700000001,DOMESTIC,,,,GAMA,ED 413,RIVERWOOD DRIVE
27015,ED 559,1.0,ACE,2004-04-20,UG/L,<,,38.592942569,-120.70582530700001,DOMESTIC,,,,GAMA,ED 559,APACHE PASS
27016,ED 559,1.0,AL,2004-04-20,UG/L,<,,38.592942569,-120.70582530700001,DOMESTIC,,,,GAMA,ED 559,APACHE PASS
27044,ED 412,1.0,AG,2003-03-20,UG/L,<,,38.72027974,-120.97920239999999,DOMESTIC,,,,GAMA,ED 412,PINE HILL ROAD
27051,ED 618,1.0,AG,2004-05-12,UG/L,<,,38.695569614,-120.955617225,DOMESTIC,,,,GAMA,ED 618,SIERRA VISTA ROAD
27065,ED 643,1.0,ACE,2004-05-21,UG/L,<,,38.605234533,-120.92795264700001,DOMESTIC,,,,GAMA,ED 643,FRENCH CREEK ROAD
27074,ED 662,1.0,AG,2004-05-25,UG/L,<,,38.888461929,-120.988846023,DOMESTIC,,,,GAMA,ED 662,AHWAHNEE WAY
27087,ED 676,1.0,ACE,2004-06-03,UG/L,<,,38.583694029,-120.926623375,DOMESTIC,,,,GAMA,ED 676,BONNETTI
27161,ED 402,1.0,AG,2003-03-26,UG/L,<,,38.61646357,-121.0152035,DOMESTIC,,,,GAMA,ED 402,RYAN RANCH ROAD
27179,ED 464,1.0,AG,2003-05-08,UG/L,<,,38.79732524,-120.8889381,DOMESTIC,,,,GAMA,ED 464,HIGHWAY 49
27218,ED 576,1.0,AG,2004-05-05,UG/L,<,,38.694844081,-120.950573035,DOMESTIC,,,,GAMA,ED 576,CARLSON DRIVE
27349,ED 437,1.0,AG,2003-04-09,UG/L,<,,38.58732226,-120.95009180000001,DOMESTIC,,,,GAMA,ED 437,SHADOW HAWK DRIVE
27406,ED 540,1.0,ACE,2004-04-13,UG/L,<,,38.621501879,-120.755807922,DOMESTIC,,,,GAMA,ED 540,SAND RIDGE ROAD
27451,ED 691,1.0,AL,2004-06-12,UG/L,<,,38.751893581,-120.955968455,DOMESTIC,,,,GAMA,ED 691,OAK MEADOW ROAD
27485,ED 633,1.0,ACE,2004-05-10,UG/L,<,,38.8206362,-120.9992568,DOMESTIC,,,,GAMA,ED 633,QUAIL HOLLOW ROAD
27486,ED 633,1.0,AG,2004-05-10,UG/L,<,,38.8206362,-120.9992568,DOMESTIC,,,,GAMA,ED 633,QUAIL HOLLOW ROAD
27527,ED 382,1.0,AG,2003-03-25,UG/L,<,,38.60503668,-121.0047261,DOMESTIC,,,,GAMA,ED 382,VENTURE VALLEY ROAD
27543,ED 681,1.0,ACE,2004-06-02,UG/L,<,,38.791054087,-120.826517471,DOMESTIC,,,,GAMA,ED 681,BRIGHT HOPE MINE
27550,ED 501,1.0,ACE,2004-04-14,UG/L,<,,38.8699119,-120.94174129999999,DOMESTIC,,,,GAMA,ED 501,CHERRY ACRES
27662,ED 342,79.0,AL,2003-02-26,UG/L,=,,38.70872248,-120.72224209999999,DOMESTIC,,,,GAMA,ED 342,JAY ROAD
27667,ED 370,1.0,AL,2003-03-07,UG/L,<,,38.59833773,-120.95148370000001,DOMESTIC,,,,GAMA,ED 370,SHADOW HAWK DRIVE
27682,ED 553,1.0,AG,2004-04-20,UG/L,<,,38.642558773000005,-120.875281602,DOMESTIC,,,,GAMA,ED 553,CHINA HILL ROAD
27713,ED 504,1.0,ACE,2004-04-22,UG/L,<,,38.885106628,-120.989749646,DOMESTIC,,,,GAMA,ED 504,WYTOSHI WAY
27721,ED 685,1.0,ACE,2004-06-12,UG/L,<,,38.792366319,-120.843156361,DOMESTIC,,,,GAMA,ED 685,SOURDOUGH TRAIL
27783,ED 578,1.0,AG,2004-04-26,UG/L,<,,38.801913331,-120.8190382,DOMESTIC,,,,GAMA,ED 578,HIGHWAY 193
27874,ED 603,1.0,ACE,2004-05-04,UG/L,<,,38.818045487,-120.83603952200001,DOMESTIC,,,,GAMA,ED 603,POOHS PATH
27875,ED 603,1.0,AG,2004-05-04,UG/L,<,,38.818045487,-120.83603952200001,DOMESTIC,,,,GAMA,ED 603,POOHS PATH
27931,ED 694,1.0,AG,2004-06-17,UG/L,<,,38.793270885,-120.90314527700001,DOMESTIC,,,,GAMA,ED 694,MOUNTAIN VIEW DRIVE
28002,ED 632,1.0,ACE,2004-05-10,UG/L,<,,38.828126700000006,-121.0041269,DOMESTIC,,,,GAMA,ED 632,MEADOW CROFT LANE
28003,ED 632,1.0,AG,2004-05-10,UG/L,<,,38.828126700000006,-121.0041269,DOMESTIC,,,,GAMA,ED 632,MEADOW CROFT LANE
28111,ED 532,1.0,AG,2004-05-10,UG/L,<,,38.825437179,-121.060228867,DOMESTIC,,,,GAMA,ED 532,BLARNEY WAY
28129,ED 579,1.0,ACE,2004-04-27,UG/L,<,,38.691789267,-120.95617609700001,DOMESTIC,,,,GAMA,ED 579,CARLSON COURT
28130,ED 579,1.0,AG,2004-04-27,UG/L,<,,38.691789267,-120.95617609700001,DOMESTIC,,,,GAMA,ED 579,CARLSON COURT
28183,ED 375,1.0,AG,2003-03-11,UG/L,<,,38.59395637,-120.95004240000002,DOMESTIC,,,,GAMA,ED 375,SHADOW HAWK DRIVE
28184,ED 375,1.0,AL,2003-03-11,UG/L,<,,38.59395637,-120.95004240000002,DOMESTIC,,,,GAMA,ED 375,SHADOW HAWK DRIVE
28210,ED 434,1.0,AG,2003-04-08,UG/L,<,,38.69137489,-120.75318090000002,DOMESTIC,,,,GAMA,ED 434,MINERAL WAY
28342,ED 399,1.0,AL,2003-03-18,UG/L,<,,38.7954547,-120.90861840000001,DOMESTIC,,,,GAMA,ED 399,MOUNTAIN VIEW ROAD
28374,ED 520,1.0,AL,2004-04-12,UG/L,<,,38.668996354,-120.823817835,DOMESTIC,,,,GAMA,ED 520,CALICO MINE ROAD
28429,ED 652,1.0,ACE,2004-05-27,UG/L,<,,38.684171898,-120.932893581,DOMESTIC,,,,GAMA,ED 652,GREENBRIAR COURT
28430,ED 652,1.0,AL,2004-05-27,UG/L,<,,38.684171898,-120.932893581,DOMESTIC,,,,GAMA,ED 652,GREENBRIAR COURT
28445,ED 680,1.0,AG,2004-06-08,UG/L,<,,38.822178979,-120.88155249,DOMESTIC,,,,GAMA,ED 680,SAGEBRUSH ROAD
28467,ED 331,1.0,AG,2003-02-20,UG/L,<,,38.70381994,-120.7248476,DOMESTIC,,,,GAMA,ED 331,SERENITY DRIVE
28468,ED 331,1.0,AL,2003-02-20,UG/L,<,,38.70381994,-120.7248476,DOMESTIC,,,,GAMA,ED 331,SERENITY DRIVE
28491,ED 360,1.0,AL,2003-03-05,UG/L,<,,38.58532081,-120.9798946,DOMESTIC,,,,GAMA,ED 360,BRYANT ROAD
28504,ED 405,1.0,AL,2003-03-19,UG/L,<,,38.75327345,-120.8898183,DOMESTIC,,,,GAMA,ED 405,GOLDSTAKE DRIVE
28600,ED 673,1.0,ACE,2004-06-01,UG/L,<,,38.832198106,-121.025415264,DOMESTIC,,,,GAMA,ED 673,PILOT CREEK LANE
28608,ED 677,1.0,ACE,2004-06-12,UG/L,<,,38.617644782,-120.92345879700001,DOMESTIC,,,,GAMA,ED 677,HIDDEN CIRCLE
28698,ED 556,1.0,AG,2004-04-21,UG/L,<,,38.82281026,-121.004150292,DOMESTIC,,,,GAMA,ED 556,MEADOW CROFT LANE
28729,ED 615,1.0,ACE,2004-05-11,UG/L,<,,38.830915501,-120.84973184299999,DOMESTIC,,,,GAMA,ED 615,WELCOME LANE
28811,ED 493,1.0,AL,2004-04-23,UG/L,<,,38.603815657,-120.844544395,DOMESTIC,,,,GAMA,ED 493,UNION MINE ROAD
28872,ED 657,1.0,AL,2004-05-24,UG/L,<,,38.689989446999995,-120.65841265600001,DOMESTIC,,,,GAMA,ED 657,ALAMEDA ROAD
28907,ED 353,1.0,AL,2003-03-04,UG/L,<,,38.69785389,-120.7206119,DOMESTIC,,,,GAMA,ED 353,CHAPPARRAL
28934,ED 497,1.0,ACE,2004-04-14,UG/L,<,,38.613333652,-120.853612253,DOMESTIC,,,,GAMA,ED 497,SODALITE STREET
28953,ED 650,1.0,ACE,2004-05-20,UG/L,<,,38.895726622,-120.93183866,DOMESTIC,,,,GAMA,ED 650,COON CREEK ROAD
28954,ED 650,1.0,AG,2004-05-20,UG/L,<,,38.895726622,-120.93183866,DOMESTIC,,,,GAMA,ED 650,COON CREEK ROAD
28975,ED 528,340.0,AL,2004-04-23,UG/L,=,,38.718869626,-120.700328897,DOMESTIC,,,,GAMA,ED 528,WEBER ROAD
29029,ED 529,190.0,AL,2004-04-23,UG/L,=,,38.662891261,-120.881385404,DOMESTIC,,,,GAMA,ED 529,KITS COURT
29035,ED 684,1.0,ACE,2004-06-16,UG/L,<,,38.726703764,-120.777584049,DOMESTIC,,,,GAMA,ED 684,LETITIA AVENUE
29036,ED 684,1.0,AL,2004-06-16,UG/L,<,,38.726703764,-120.777584049,DOMESTIC,,,,GAMA,ED 684,LETITIA AVENUE
29086,ED 675,1.0,ACE,2004-06-03,UG/L,<,,38.657802208,-120.74538592200001,DOMESTIC,,,,GAMA,ED 675,HANKS EXCHANGE ROAD
29106,ED 574,1.0,ACE,2004-04-28,UG/L,<,,38.879407455999996,-120.947510896,DOMESTIC,,,,GAMA,ED 574,CUTTERS CORNER
29125,ED 482,1.0,AG,2003-05-27,UG/L,<,,38.81362697,-120.9308885,DOMESTIC,,,,GAMA,ED 482,PETERSEN LANE
29136,ED 593,1.0,AG,2004-05-12,UG/L,<,,38.665613164,-120.95672473,DOMESTIC,,,,GAMA,ED 593,KIOWA WAY
29144,ED 646,1.0,AG,2004-05-14,UG/L,<,,38.818451684,-121.017402906,DOMESTIC,,,,GAMA,ED 646,VIENNA DRIVE
29182,ED 586,1.0,AL,2004-04-29,UG/L,<,,38.829497703,-121.03260547200001,DOMESTIC,,,,GAMA,ED 586,PILOT VIEW DRIVE
29214,ED 389,1.0,AL,2003-03-25,UG/L,<,,38.71239183,-120.9169203,DOMESTIC,,,,GAMA,ED 389,LOOKING GLASS LANE
29230,ED 454,1.0,AG,2003-05-06,UG/L,<,,38.80690701,-120.9377235,DOMESTIC,,,,GAMA,ED 454,CLARK MOUNTAIN  ROAD
29271,ED 459,1.0,AL,2003-05-07,UG/L,<,,38.80744932,-120.950138,DOMESTIC,,,,GAMA,ED 459,WAGNER MINE ROAD
29317,ED 660,1.0,ACE,2004-05-24,UG/L,<,,38.72036939,-120.87360133700001,DOMESTIC,,,,GAMA,ED 660,GREENWOOD LANE
29329,ED 687,1.0,ACE,2004-06-07,UG/L,<,,38.632416428,-120.711076708,DOMESTIC,,,,GAMA,ED 687,MARY ANN LANE
29361,ED 471,1.0,AL,2003-05-14,UG/L,<,,38.7886129,-120.94966140000001,DOMESTIC,,,,GAMA,ED 471,CROOKED MILE COURT
29444,ED 480,1.0,AG,2003-05-27,UG/L,<,,38.76197554,-120.9340179,DOMESTIC,,,,GAMA,ED 480,RED FOX  ROAD
29457,ED 524,1.0,AL,2004-04-21,UG/L,<,,38.698547600000005,-120.9840761,DOMESTIC,,,,GAMA,ED 524,OLD MEDER ROAD
29488,ED 669,1.0,AG,2004-05-26,UG/L,<,,38.80192242,-120.916239786,DOMESTIC,,,,GAMA,ED 669,AMOLOC LANE
29577,ED 509,39.0,ACE,2004-04-20,UG/L,=,,38.6687062,-120.83173000000001,DOMESTIC,,,,GAMA,ED 509,DUTCH MINE ROAD
29618,ED 688,1.0,ACE,2004-06-08,UG/L,<,,38.811562796,-120.900425379,DOMESTIC,,,,GAMA,ED 688,LITTLE COURT
29688,ED 591,1.0,AG,2004-05-07,UG/L,<,,38.593604114,-120.655491689,DOMESTIC,,,,GAMA,ED 591,PERRY CREEK ROAD
